"","name","address","vacancy","postcode","lga"
"293","Star Club Pagewood Public School","PAGEWOOD NSW 2035","Vacancy","2035","Randwick"
"294","Reggio Emilia Early Learning Centre Pagewood","PAGEWOOD NSW 2035","Vacancy","2035","Randwick"
"295","Eastgardens Kindy","PAGEWOOD NSW 2035","No Vacancy","2035","Randwick"
"296","Munchkins Kindy","MATRAVILLE NSW 2036","No Vacancy","2036","Randwick"
"297","YMCA Matraville OSHC","MATRAVILLE NSW 2036","Vacancy","2036","Randwick"
"298","Montessori Works - Matraville","MATRAVILLE NSW 2036","No Vacancy","2036","Randwick"
"299","Kindaburra Childrens Centre","MATRAVILLE NSW 2036","Vacancy","2036","Randwick"
"300","Sand and Stories Early Childhood Centre 2","MATRAVILLE NSW 2036","Vacancy","2036","Randwick"
"301","Sand and Stories Early Childhood Centre","MATRAVILLE NSW 2036","Vacancy","2036","Randwick"
"302","Farm yard Kids","BEGA NSW 2550","Vacancy","2550","Bega Valley"
"303","Bega Preschool","BEGA NSW 2550",NA,"2550","Bega Valley"
"304","Bega Valley Family Day Care","BEGA NSW 2550","No Vacancy","2550","Bega Valley"
"305","Bandara Childrens Services","BEGA NSW 2550","No Vacancy","2550","Bega Valley"
"306","Bub's Early Learning Centre","BEGA NSW 2550","No Vacancy","2550","Bega Valley"
"307","Tathra Preschool","TATHRA NSW 2550",NA,"2550","Bega Valley"
"308","Rocky Hall Preschool","ROCKY HALL NSW 2550",NA,"2550","Bega Valley"
"309","Merimbula Tura Kindergarten","MERIMBULA NSW 2548","No Vacancy","2548","Bega Valley"
"310","Little Nippers Early Learning and Child Care","MERIMBULA NSW 2548","No Vacancy","2548","Bega Valley"
"311","Shorebreakers Kindergarten & Early Learning Centre","PAMBULA NSW 2549","No Vacancy","2549","Bega Valley"
"312","Pambula Village Preschool","PAMBULA NSW 2549","No Vacancy","2549","Bega Valley"
"313","Pambula Preschool Kindergarten","PAMBULA NSW 2549",NA,"2549","Bega Valley"
"314","Nimmitabel Preschool","NIMMITABEL NSW 2631",NA,"2631","Snowy Monaro Regional"
"315","Cobargo Pre School Inc","COBARGO NSW 2550",NA,"2550","Bega Valley"
"316","Bombala Preschool","BOMBALA NSW 2632",NA,"2632","Snowy Monaro Regional"
"317","Wendy and Julie's Day Care","BOMBALA NSW 2632","No Vacancy","2632","Snowy Monaro Regional"
"318","Bermagui Preschool","BERMAGUI NSW 2546","No Vacancy","2546","Eurobodalla"
"319","Eden Early Learning Centre","EDEN NSW 2551","No Vacancy","2551","Bega Valley"
"320","Eden Preschool","EDEN NSW 2551","No Vacancy","2551","Bega Valley"
"321","Bermagui Little Lambs Preschool","WALLAGA LAKE NSW 2546","No Vacancy","2546","Eurobodalla"
"322","OAC Bellingen Out of School Hours Care","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"323","Bellingen Burrow Long Day Care Centre","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"324","Bellingen Preschool","BELLINGEN NSW 2454",NA,"2454","Bellingen"
"325","Dawn Song Children's Centre","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"326","Stepping Stones Preschool and Childcare Centre","URUNGA NSW 2455","No Vacancy","2455","Bellingen"
"327","OAC Urunga Out of School Hours Care","URUNGA NSW 2455","No Vacancy","2455","Bellingen"
"328","Urunga Community Preschool Incorporated","URUNGA NSW 2455",NA,"2455","Bellingen"
"329","Open Arms Care Inc. Family Day Care","URUNGA NSW 2455","Vacancy","2455","Bellingen"
"330","Ngaarrila Preschool Thora","THORA NSW 2454",NA,"2454","Bellingen"
"331","Ngaarrila Preschool Kalang","KALANG NSW 2454",NA,"2454","Bellingen"
"332","Valla Community Preschool","VALLA BEACH NSW 2448",NA,"2448","Nambucca Valley"
"333","Little Hands Preschool Toormina","TOORMINA NSW 2452","No Vacancy","2452","Coffs Harbour"
"334","Little Hands Preschool Boambee","BOAMBEE EAST NSW 2452","No Vacancy","2452","Coffs Harbour"
"335","Mary Help of Christians Out of School Hours Care","TOORMINA NSW 2452","Vacancy","2452","Coffs Harbour"
"336","Gamumbi Early Childhood Education Centre Incorporated","TOORMINA NSW 2452","No Vacancy","2452","Coffs Harbour"
"337","Oz Education Boambee East","BOAMBEE NSW 2450","Vacancy","2450","Coffs Harbour"
"338","Lilly Pilly South Early Learning Centre","TOORMINA NSW 2452","No Vacancy","2452","Coffs Harbour"
"339","Treehouse Early Years Learning Centre","BOAMBEE NSW 2450","No Vacancy","2450","Coffs Harbour"
"340","Valley Preschool","UPPER ORARA NSW 2450",NA,"2450","Coffs Harbour"
"341","Dorrigo Preschool Incorporated","DORRIGO NSW 2453",NA,"2453","Bellingen"
"342","Twinkle Family DayCare Pty Ltd","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"343","Rose of Sharon Child Care & Pre School","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"344","Blacktown Anglican Child Care Centre","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"345","Jump Start 4 Kids","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"346","WSI Kids Blacktown","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"347","Wesley Out of School Hours Care, Seven Hills West","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"348","BN OOSH","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"349","Seven Hills West Public School Preschool","SEVEN HILLS NSW 2147",NA,"2147","Blacktown"
"350","Kermi's Kindy","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"351","Balmoral Street Preschool","BLACKTOWN NSW 2148",NA,"2148","Blacktown"
"352","Coolamon Cottage Child Care Centre","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"353","Goodstart Early Learning Blacktown","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"354","Blitza Kidz Early Learning Centre","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"355","Clovel Childcare & Early Learning Centre - Blacktown","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"356","Ambrose School Age Care St Bernadette's, Lalor Park","LALOR PARK NSW 2147","No Vacancy","2147","Blacktown"
"357","William Street Early Learning Centre","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"358","First Start Family Daycare Service","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"359","Exploring Hub Early Learning Centre","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"360","Little Explorers Early Learning Centre","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"361","Ambrose School Age Care, St Patrick's, Blacktown","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"362","Helping Hands Bert Oldfield","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"363","Two Peas In A Pod Early Learning Centre","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"364","Blacktown South Children's Activities Centre Inc","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"365","Lalor Park Early Learning Centre","LALOR PARK NSW 2147","No Vacancy","2147","Blacktown"
"366","Aurora Early Learning Centre","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"367","The Hills Little Learners Child Care Centre","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"368","Rise & Shine Kindergarten - Blacktown","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"369","Camp Australia - Lynwood Park Public School OSHC","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"370","Oldfield Early Learning","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"371","Playhouse OSHC","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"372","Kindi World Childcare & Education Centre","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"373","Kids Early Learning Blacktown City Lalor Park","LALOR PARK NSW 2147","Vacancy","2147","Blacktown"
"374","Lalor Park PreSchool Kindergarten","LALOR PARK NSW 2147",NA,"2147","Blacktown"
"375","Lalor Park Public School Preschool","LALOR PARK NSW 2147",NA,"2147","Blacktown"
"376","Mary Street Early Learning Centre","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"377","Marayong Public School Preschool","BLACKTOWN NSW 2148",NA,"2148","Blacktown"
"378","Grow Early Learning Centre","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"379","Kids' Early Learning Blacktown City Seven Hills West","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"380","Kids Early Learning Family Daycare Blacktown City","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"381","Happy Days Kindergarten","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"382","Justkidz family day care","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"383","Lourdes Out of School Hours Care Inc","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"384","Camp Australia - Seven Hills Public School OSHC","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"385","Rainbow Cottage Kindy and Long Day Care Centre","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"386","The Cubby House @ Kings Langley","KINGS LANGLEY NSW 2147","Vacancy","2147","Blacktown"
"387","Cubby OOSH at Kings Langley","KINGS LANGLEY NSW 2147","No Vacancy","2147","Blacktown"
"388","It's A Small World Childcare Centre","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"389","Marayong Preschool Kindergarten","MARAYONG NSW 2148",NA,"2148","Blacktown"
"390","Milestones Early Learning Seven Hills","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"391","Rainbow Paradise Preschool Childhood Development & Education LDCC Pty Ltd","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"392","SMOOSH","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"393","Children First - Shelley Outside School Hours","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"394","Blacktown Road Childrens Centre","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"395","Kids Early Learning Blacktown City Seven Hills East","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"396","Nido Early School Seven Hills","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"397","Kids Early Learning Blacktown City Kings Langley North","KINGS LANGLEY NSW 2147","No Vacancy","2147","Blacktown"
"398","Playbright Early Learning Centre","MARAYONG NSW 2148","Vacancy","2148","Blacktown"
"399","Oz Kindy Pty Ltd","MARAYONG NSW 2148","No Vacancy","2148","Blacktown"
"400","Kids' Early Learning Blacktown City Kings Langley South","KINGS LANGLEY NSW 2147","No Vacancy","2147","Blacktown"
"401","YMCA Walters Rd OSHC","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"402","Guardian Childcare and Education Seven Hills","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"403","Jigsaw OOSH Vardy's Road Pty Ltd","KINGS LANGLEY NSW 2147","No Vacancy","2147","Blacktown"
"404","Tina's Kindergarten","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"405","Ambrose School Age Care, St Andrew's, Marayong","MARAYONG NSW 2148","Vacancy","2148","Blacktown"
"406","Uniting Grantham Heights Early Learning Seven Hills","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"407","Ambrose School Age Care, St Michael's, Blacktown South","BLACKTOWN SOUTH NSW 2148","Vacancy","2148","Blacktown"
"408","Kids' Early Learning Blacktown City Kings Park","KINGS PARK NSW 2148","No Vacancy","2148","Blacktown"
"409","Kids' Early Learning Blacktown City Kings Langley East","KINGS LANGLEY NSW 2147","No Vacancy","2147","Blacktown"
"410","Ambrose Early Learning, Mary Queen of the Family, Blacktown South","BLACKTOWN SOUTH NSW 2148",NA,"2148","Blacktown"
"411","Twinklestar Childcare (Kings Langley)","KINGS LANGLEY NSW 2147","Vacancy","2147","Blacktown"
"412","Camp Australia - Marayong Heights Public School OSHC","MARAYONG NSW 2148","Vacancy","2148","Blacktown"
"413","Tyndale Before & After School Care","BLACKTOWN NSW 2148","Vacancy","2148","Blacktown"
"414","Tyndale Early Learning Centre","BLACKTOWN NSW 2148","No Vacancy","2148","Blacktown"
"415","Kids' Early Learning Blacktown City Prospect East","PROSPECT NSW 2148","No Vacancy","2148","Blacktown"
"416","Kids' Early Learning Blacktown City Doonside South","DOONSIDE NSW 2767","No Vacancy","2767","Blacktown"
"417","Happy Hours Pre-School Kindergarten","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"418","Goodstart Early Learning Seven Hills","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"419","First Grammar Seven Hills","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"420","Doonside Public School Wingarra Preschool","DOONSIDE NSW 2767",NA,"2767","Blacktown"
"421","Fit Kidz Learning Centre - Glenwood South","GLENWOOD NSW 2768","Vacancy","2768","Blacktown"
"422","Bounty Early Learning Centre","SEVEN HILLS NSW 2147","Vacancy","2147","Blacktown"
"423","Goodstart Early Learning Woodcroft","WOODCROFT NSW 2767","Vacancy","2767","Blacktown"
"424","Kids' Early Learning Blacktown City Prospect West","PROSPECT NSW 2148","No Vacancy","2148","Blacktown"
"425","Honey Tots Preschool and Long Day Care","MARAYONG NSW 2148","No Vacancy","2148","Blacktown"
"426","Holy Family Children's Centre-Long Day Care and Preschool","MARAYONG NSW 2148","No Vacancy","2148","Blacktown"
"427","Mini Masterminds Glenwood","GLENWOOD NSW 2768","No Vacancy","2768","Blacktown"
"428","Young Academics Early Learning Centre Woodcroft","WOODCROFT NSW 2767","No Vacancy","2767","Blacktown"
"429","Jigsaw OOSH Caddies Creek Pty Ltd","GLENWOOD NSW 2768","Vacancy","2768","Blacktown"
"430","Hunny Pots Early Learning Centre","GLENWOOD NSW 2768","Vacancy","2768","Blacktown"
"431","Goodstart Early Learning Toongabbie","TOONGABBIE NSW 2146","Vacancy","2146","Parramatta"
"432","Quakers Hill East Combined OSHC INC","ACACIA GARDENS NSW 2763","No Vacancy","2763","Blacktown"
"433","Fun time","DOONSIDE NSW 2767","Vacancy","2767","Blacktown"
"434","Bright Achievers Early Learning Centre","GLENWOOD NSW 2768","Vacancy","2768","Blacktown"
"435","Kids Early Learning Blacktown City Marayong","MARAYONG NSW 2148","No Vacancy","2148","Blacktown"
"436","Metella Road Out of School Hours Child Care Inc","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"437","Funny Days","DOONSIDE NSW 2767","Vacancy","2767","Blacktown"
"438","Little Stars Preschool","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"439","Mighty Minds Early Learning Centre","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"440","Children's Village","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"441","Toongabbie Christian School OOSH","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"442","Learning Blocks Child Care Centre - Sherridon Cres","QUAKERS HILL NSW 2763","No Vacancy","2763","Blacktown"
"443","Camp Australia - Doonside Public School OSHC","DOONSIDE NSW 2767","No Vacancy","2767","Blacktown"
"444","Wesley Out of School Hours Care, Seven Hills North","SEVEN HILLS NSW 2147","No Vacancy","2147","Blacktown"
"445","Guardian Childcare & Education Acacia Gardens","ACACIA GARDENS NSW 2763","Vacancy","2763","Blacktown"
"446","Toongabbie Montessori Academy","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"447","Doonside Kindergarten","DOONSIDE NSW 2767",NA,"2767","Blacktown"
"448","Wesley Out of School Hours Care, Quakers Hill","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
"449","Bright Future Child Care Centre","DOONSIDE NSW 2767","No Vacancy","2767","Blacktown"
"450","Kindercare Learning Centre","DOONSIDE NSW 2767","Vacancy","2767","Blacktown"
"451","Kids' Early Learning Blacktown City Doonside North","DOONSIDE NSW 2767","No Vacancy","2767","Blacktown"
"452","Toongabbie Kids World Early Learning Centre","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"453","Goodstart Early Learning Glenwood - Forman Avenue","GLENWOOD NSW 2768","Vacancy","2768","Blacktown"
"454","Kids World Kindy Child Care Centre - Quakers Hill","QUAKERS HILL NSW 2763","No Vacancy","2763","Blacktown"
"455","Young Academics Early Learning Centre","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"456","Well Balanced Kids Early Learning Centre","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"457","Children's Village Girraween","GIRRAWEEN NSW 2145","No Vacancy","2145","Cumberland"
"458","Yogies PlayHouse Long Daycare Centre","STANHOPE GARDENS NSW 2768","No Vacancy","2768","Blacktown"
"459","Learning Land for Kids","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
"460","KINDERCARE OOSH","DOONSIDE NSW 2767","Vacancy","2767","Blacktown"
"461","Noah's Ark Preschool and Casual Care Centre","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
"462","Goodstart Early Learning Glenwood - Glenwood Park Drive","GLENWOOD NSW 2768","Vacancy","2768","Blacktown"
"463","Explore and Develop Norwest","BELLA VISTA NSW 2153","Vacancy","2153","The Hills Shire"
"464","Ambrose School Age Care, St Anthony's, Girraween","GIRRAWEEN NSW 2145","No Vacancy","2145","Cumberland"
"465","Papilio Early Learning Bella Vista","BAULKHAM HILLS NSW 2153","Vacancy","2153","The Hills Shire"
"466","Toongabbie Childrens Early Learning Centre","TOONGABBIE NSW 2146","No Vacancy","2146","Parramatta"
"467","First Academy Child Care Centre","GIRRAWEEN NSW 2145","Vacancy","2145","Cumberland"
"468","Grow Early Learning Centre","GIRRAWEEN NSW 2145","Vacancy","2145","Cumberland"
"469","Montessori Early Learning Centre - Pearce Road","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
"470","Grace Village Early Learning","HUNTINGWOOD NSW 2148","Vacancy","2148","Blacktown"
"471","Papilio Early Learning Norwest","BELLA VISTA NSW 2153","Vacancy","2153","The Hills Shire"
"472","Cuddlez Preschool and Montessori","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
"473","Wiggles and Giggles Quakers Hill Childcare Centre","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
"474","Matthew Pearce Out of School Hours Care Inc","BAULKHAM HILLS NSW 2153","No Vacancy","2153","The Hills Shire"
"475","Little Amigos Childcare","WINSTON HILLS NSW 2153","No Vacancy","2153","The Hills Shire"
"476","Montessori Early Learning Centre – Lalor Road","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
"477","Headstart Early Learning Centre Norwest","BELLA VISTA NSW 2153","No Vacancy","2153","The Hills Shire"
"478","Headstart Early Learning Centre Bella Vista","BELLA VISTA NSW 2153","No Vacancy","2153","The Hills Shire"
"479","Learning Blocks Child Care Centre","QUAKERS HILL NSW 2763","No Vacancy","2763","Blacktown"
"480","Mini Miracles - Shazoosh","GLENWOOD NSW 2768","No Vacancy","2768","Blacktown"
"481","Camp Australia - Girraween Public School OSHC","GIRRAWEEN NSW 2145","Vacancy","2145","Cumberland"
"482","St Anthony's Early Learning Centre Huntingwood","HUNTINGWOOD NSW 2148","Vacancy","2148","Blacktown"
"483","KU Village Green Children's Centre","BELLA VISTA NSW 2153","Vacancy","2153","The Hills Shire"
"484","Ambrose School Age Care, Mary Immaculate, Quakers Hill","QUAKERS HILL NSW 2763","Vacancy","2763","Blacktown"
