"","geography","month","vacancy_rate"
"225","Oberon","2021-12",1.33844678811122
"226","Oberon","2022-01",0.894298526585524
"227","Oberon","2022-02",0.672231139646868
"228","Oberon","2022-03",0.224581724581725
"229","Oberon","2022-04",1.57562076749435
"230","Oberon","2022-05",0.902391725921136
"231","Oberon","2022-06",0.678328474246842
"232","Oberon","2022-07",0.454279205987636
"233","Oberon","2022-08",1.36594911937378
"234","Oberon","2022-09",1.36907486106571
"235","Oberon","2022-10",1.60091743119266
"236","Oberon","2022-11",2.06305418719212
"237","Oberon","2022-12",2.52732060566162
"238","Oberon","2023-01",3.69312169312169
"239","Oberon","2023-02",2.31355651309248
"240","Oberon","2023-03",2.31893687707641
"241","Oberon","2023-04",2.31893687707641
"242","Orange","2021-02",0.568649063114008
"243","Orange","2021-03",0.686069091170619
"244","Orange","2021-04",0.251169485426413
"245","Orange","2021-05",0.201036866359447
"246","Orange","2021-06",0.435799534135389
"247","Orange","2021-07",0.369001561936802
"248","Orange","2021-08",0.318844064047699
"249","Orange","2021-09",0.201476920116422
"250","Orange","2021-10",0.268816945480804
"251","Orange","2021-11",0.420238897986707
"252","Orange","2021-12",0.538177963038816
"253","Orange","2022-01",0.403905967450271
"254","Orange","2022-02",0.707193515704155
"255","Orange","2022-03",0.724398426375112
"256","Orange","2022-04",1.3149136577708
"257","Orange","2022-05",1.21438236999807
"258","Orange","2022-06",1.24874888185093
"259","Orange","2022-07",0.996298536349341
"260","Orange","2022-08",1.33470494263446
"261","Orange","2022-09",1.42014242115972
"262","Orange","2022-10",1.67459105779716
"263","Orange","2022-11",1.92929880709921
"264","Orange","2022-12",2.57414596273292
"265","Orange","2023-01",2.38907634421653
"266","Orange","2023-02",2.37334240054403
"267","Orange","2023-03",2.06960579400185
"268","Orange","2023-04",2.06960579400185
"269","Parkes","2021-02",2.67489887162018
"270","Parkes","2021-03",1.2901938952246
"271","Parkes","2021-04",1.01822366877786
"272","Parkes","2021-05",1.09878000787092
"273","Parkes","2021-06",0.873127000653658
"274","Parkes","2021-07",1.06277920196806
"275","Parkes","2021-08",0.947247896786331
"276","Parkes","2021-09",1.17964012327269
"277","Parkes","2021-10",1.20938307620645
"278","Parkes","2021-11",0.953999801368223
"279","Parkes","2021-12",1.70536848680566
"280","Parkes","2022-01",1.38017704972284
"281","Parkes","2022-02",2.53153334676607
"282","Parkes","2022-03",2.60737001514387
"283","Parkes","2022-04",1.14304345820455
"284","Parkes","2022-05",0.968279001082019
"285","Parkes","2022-06",1.3503716525812
"286","Parkes","2022-07",1.05281120787605
"287","Parkes","2022-08",0.571428571428571
"288","Parkes","2022-09",1.30626388486429
"289","Parkes","2022-10",1.30791538517424
"290","Parkes","2022-11",1.08071841453344
"291","Parkes","2022-12",1.40986358382901
"292","Parkes","2023-01",1.8886927161437
"293","Parkes","2023-02",1.66905723555396
"294","Parkes","2023-03",1.11419021689292
"295","Parkes","2023-04",1.11419021689292
"296","Weddin","2021-11",0.75256064690027
"297","Weddin","2021-12",1.1288409703504
"298","Weddin","2022-01",1.1288409703504
"299","Weddin","2022-02",0.377705627705628
"300","Weddin","2022-03",1.52695211329696
"301","Weddin","2022-04",4.2423503037509
"302","Weddin","2022-05",4.2423503037509
"303","Weddin","2022-06",4.05278496282994
"304","Weddin","2022-07",0.383516483516484
"305","Weddin","2022-10",0.386489479512735
"306","Weddin","2022-11",0.775986659255142
"307","Weddin","2022-12",0.779017857142857
"308","Weddin","2023-01",0.779017857142857
"309","Weddin","2023-02",1.17310924369748
"310","Weddin","2023-03",4.75791151106112
"311","Weddin","2023-04",4.75791151106112
"312","central_west","2021-02",1.40114955559044
"313","central_west","2021-03",1.43308152439297
"314","central_west","2021-04",1.00002564417379
"315","central_west","2021-05",1.75220561993442
"316","central_west","2021-06",1.17097810807524
"317","central_west","2021-07",1.3579482462721
"318","central_west","2021-08",1.25751399553536
"319","central_west","2021-09",1.15770269890961
"320","central_west","2021-10",1.20523863233859
"321","central_west","2021-11",1.3456361764211
"322","central_west","2021-12",1.21878295441888
"323","central_west","2022-01",1.12671998009522
"324","central_west","2022-02",1.02272890657784
"325","central_west","2022-03",0.970717878112645
"326","central_west","2022-04",1.40579910489911
"327","central_west","2022-05",1.15450147910512
"328","central_west","2022-06",1.32397796034398
"329","central_west","2022-07",1.00494280098683
"330","central_west","2022-08",1.52481002000538
"331","central_west","2022-09",1.56809332579525
"332","central_west","2022-10",2.12107428275219
"333","central_west","2022-11",2.07755458877258
"334","central_west","2022-12",2.41371917556001
"335","central_west","2023-01",3.05260777037839
"336","central_west","2023-02",2.06797171069755
"337","central_west","2023-03",2.23692735447508
"338","central_west","2023-04",2.23692735447508
"339","nsw","2021-02",2.2510404362163
"340","nsw","2021-03",2.2942772656264
"341","nsw","2021-04",2.13624765091928
"342","nsw","2021-05",2.06792490788962
"343","nsw","2021-06",1.95721561940788
"344","nsw","2021-07",1.92724371635973
"345","nsw","2021-08",1.84977195828775
"346","nsw","2021-09",1.8756387554376
"347","nsw","2021-10",1.81644713267467
"348","nsw","2021-11",1.86781938882463
"349","nsw","2021-12",1.95700594971917
"350","nsw","2022-01",1.66036226910822
"351","nsw","2022-02",1.61467179805162
"352","nsw","2022-03",1.40944753296864
"353","nsw","2022-04",1.49475711799982
"354","nsw","2022-05",1.48499902514464
"355","nsw","2022-06",1.5993102372855
"356","nsw","2022-07",1.61586878517042
"357","nsw","2022-08",1.55363659474181
"358","nsw","2022-09",1.54652034945372
"359","nsw","2022-10",1.44017461222478
"360","nsw","2022-11",1.5036279216798
"361","nsw","2022-12",1.90825988225178
"362","nsw","2023-01",1.62054508223021
"363","nsw","2023-02",1.63845631055864
"364","nsw","2023-03",1.71212923055061
"365","nsw","2023-04",1.71212923055061
